City_ID,City,Country,Max Temp,Description,Lat,Lng,Hotel Name
63,Puerto Ayora,EC,69.75,overcast clouds,-0.7393,-90.3518,Finch Bay Galapagos Hotel
64,Gohad,IN,72.01,clear sky,26.4261,78.4447,Shree Dauji Nasta Center
66,Goalpara,IN,69.48,clear sky,26.1667,90.6167,SPOT ON 66402 Hotel Moon Moon
67,Umkomaas,ZA,60.6,overcast clouds,-30.2067,30.7978,Umkomaas Guest House
68,Rikitea,PF,74.91,scattered clouds,-23.1203,-134.9692,People ThankYou
69,Diamantino,BR,71.49,moderate rain,-14.4086,-56.4461,Hotel Delta
72,Mahebourg,MU,74.25,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
73,Hokitika,NZ,60.39,overcast clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
75,Hispania,CO,78.13,overcast clouds,5.7993,-75.9072,Eco Hotel Rancho Verde
77,Cairns,AU,89.11,few clouds,-16.9167,145.7667,Mantra Trilogy Cairns
78,Valparaiso,CL,76.64,clear sky,-33.0393,-71.6273,Hotel Ultramar
79,Vaini,TO,78.96,few clouds,-21.2,-175.2,Keleti Beach Resort
81,Kuching,MY,77.22,few clouds,1.55,110.3333,The Ranee Boutique Suites
88,Faanui,PF,75.61,moderate rain,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
95,Batemans Bay,AU,64.09,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
96,Santiago,CL,80.04,clear sky,-33.4569,-70.6483,Che Lagarto Hostel Santiago
98,Bambous Virieux,MU,74.21,light rain,-20.3428,57.7575,Casa Tia Villa
99,Banda Aceh,ID,79.11,overcast clouds,5.5577,95.3222,Sulthan Hotel International
